"etf_code","etf_name","base_index_name","listing_date","market_large","market_medium","market_small","asset_large","asset_medium","asset_small","found_kr_cd","launch_date","theme","investment_object","investment_strategy","description","fiscal_month","total_expense","asset_management_company","aum","disparate_ratio","dividend_yield"
"A371450","TIGER 글로벌클라우드컴퓨팅INDXX","Indxx Global Cloud Computing Index(Net Total Return)","2020-12-08","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55301DC7616","2020-12-03","ETF,ETF(해외주식),4차산업","주식, 주식관련 집합투자증권 및 주식관련 파생상품을 주된 투자대상자산으로 하며, “Indxx Global Cloud Computing 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","투자목적 달성을 위해서 주식, 주식관련 집합투자증권 및 주식관련 파생상품에 투자신탁 자산총액의 60% 이상을 투자합니다.","이 ETF는 글로벌 주요국 주식을 주된 투자대상자산으로 하며, “Indxx Global Cloud Computing 지수(Net Total Return)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“Indxx Global Cloud Computing 지수(Net Total Return)”는 Indxx에서 발표하는 지수로서, 글로벌 선진국/신흥국(인도 제외) 증권거래소에 상장된 종목 중 클라우드 컴퓨팅 산업에서 매출이 전체의 최소 50% 이상을 차지하는 30여개의 기업으로 구성되어 있습니다.*Net Total Return(NTR)은 세후현금배당이 지수에 편입된 종목에 재투자되는 것을 가정하여 배당수익률이 가산된 총수익률을 반영하여 산출한 지수입니다.",\n,"0.49","미래에셋자산운용(주)","36906769136","-1.25",\n
"A371460","TIGER 차이나전기차SOLACTIVE","Solactive China Electric Vehicle and Battery Index(Net Total Return)","2020-12-08","해외","아시아","중국","주식","업종섹터","업종테마","K55301DC7608","2020-12-03","ETF,ETF(해외주식)","주식, 주식관련 집합투자증권 및 주식관련 파생상품을 주된 투자대상자산으로 하며, “Solactive China Electric Vehicle 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","투자목적 달성을 위해서 주식, 주식관련 집합투자증권 및 주식관련 파생상품에 투자신탁 자산총액의 60% 이상을 투자합니다.","이 ETF는 미국, 중국, 홍콩상장 주식을 주된 투자대상자산으로 하며, “Solactive China Electric Vehicle 지수(Net Total Return)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“Solactive China Electric Vehicle 지수(Net Total Return)”는 Solactive에서 발표하는 지수로서, 미국/중국/홍콩 증권거래소에서 거래되는 중국 전기자동차 및 관련 부품을 생산하면서 중국이나 홍콩에 본사를 두고 있는 기업들로 구성되어 있습니다.*Net Total Return(NTR)은 세후현금배당이 지수에 편입된 종목에 재투자되는 것을 가정하여 배당수익률이 가산된 총수익률을 반영하여 산출한 지수입니다.",\n,"0.49","미래에셋자산운용(주)","1682228587263","-0.38",\n
"A371470","TIGER 차이나바이오테크SOLACTIVE","Solactive China Biotech Index(Net Total Return)","2020-12-08","해외","아시아","중국","주식","업종섹터","업종테마","K55301DC7590","2020-12-03","ETF,ETF(해외주식),헬스케어","주식, 주식관련 집합투자증권 및 주식관련 파생상품을 주된 투자대상자산으로 하며, “Solactive China Biotech 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","투자목적 달성을 위해서 주식, 주식관련 집합투자증권 및 주식관련 파생상품에 투자신탁 자산총액의 60% 이상을 투자합니다. “Solactive China Biotech 지수""는 중국 헬스케어 산업 내 생명공학 테마에 속한 기업들을 포함하는 지수로 중국, 홍콩, 미국 거래소에 상장된 중국 생명공학 기업들을 최대 30종목까지 편입합니다.","이 ETF는 미국, 중국, 홍콩상장 주식을 주된 투자대상자산으로 하며, “Solactive China Biotech 지수(Net Total Return)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“Solactive China Biotech 지수(Net Total Return)”는 Solactive에서 발표하는 지수로서, 미국/중국/홍콩 증권거래소에서 거래되면서 중국 및 홍콩에 본사가 위치한 30개의 생명공학 기업들로 구성*Net Total Return(NTR)은 세후현금배당이 지수에 편입된 종목에 재투자되는 것을 가정하여 배당수익률이 가산된 총수익률을 반영하여 산출한 지수입니다.",\n,"0.49","미래에셋자산운용(주)","30803071082","-1.72",\n
"A371870","ACE 차이나항셍테크","Hang Seng TECH Index","2020-12-16","해외","아시아","홍콩","주식","업종섹터","업종테마","K55101DC5406","2020-12-11","ETF,ETF(해외주식),IT펀드","이 투자신탁은 외국 주식을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며 Hang Seng Indexes가 산출ㆍ발표하는 “Hang Seng TECH Index”를 기초지수로 하여 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 Hang Seng Indexes가 산출ㆍ발표하는 “Hang Seng TECH Index”를 기초지수로 하는 상장지수투자신탁으로서 투자목적 달성을 위해 해외 거래소에 상장된 주식에 투자신탁 자산총액의 60%이상을 투자합니다.","이 투자신탁은 Hang Seng Indexes가 발표하는“Hang Seng TECH Index”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.Hang Seng Indexes에서 산출·발표하는 Hang Seng TECH Index는 홍콩거래소에 상장 기술테마 상위 30종목으로 구성되어 있으며,  2020년 7월 27일 발표, 2014년 12월 31일 3,000pt를 기준으로 산출되었습니다.이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다.",\n,"0.25","한국투자신탁운용","5458584072","-1.15",\n
"A372330","KODEX 차이나항셍테크","Hang Seng TECH Index","2020-12-16","해외","아시아","홍콩","주식","업종섹터","업종테마","K55105DB9181","2020-12-14","ETF,ETF(해외주식),IT펀드","이 투자신탁은 홍콩거래소에 상장된 주식을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 홍콩거래소에 상장된 대형 테크 기업을 대상으로, Hang Seng Indexes가 산출 및 발표하는 Hang Seng Tech Index(KRW)지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다.","홍콩거래소에 상장된 대형 테크 기업을 대상으로, Hang Seng Indexes가 산출 및 발표하는 Hang Seng Tech Index(KRW)지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하기 위해 기초지수 구성종목 및 기초지수 구성종목 관련 파생상품, 집합투자증권 등을 운용할 계획입니다.","이 투자신탁은 홍콩거래소에 상장된 주식을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 홍콩거래소에 상장된 대형 테크 기업을 대상으로 Hang Seng Indexes가 산출·발표하는 Hang Seng TECH Index(KRW)지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용할 계획입니다.※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다.",\n,"0.12","삼성자산운용(주)","142697887276","-1.22",\n
"A375270","RISE 글로벌데이터센터리츠(합성)","Kelly Data Center & Tech Infrastructure Net Total Return Index","2021-01-14","해외","글로벌","글로벌","부동산","리츠","부동산","K55223DE1216","2021-01-11","ETF,ETF(기타)","이 투자신탁은 Kelly Benchmark Indexes가 개발하고 NASDAQ, Inc.가 산출 및 발표하는 Kelly Data Center & Tech Infrastructure Net Total Return Index의 원화환산지수(환헤지 안함)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 합니다.","이 투자신탁은 기초지수인 Kelly Data Center & Tech Infrastructure Net Total Return Index의 원화환산지수(환헤지 안함)를 추종하는 것을 목적으로 기초지수와 연계된 장외파생상품(스왑 등)에 주로 투자할 계획입니다. 또한, 효율적인 투자목적의 달성을 위해 기초지수 관련 리츠(REITs) 및 주식 등에도 일부 투자할 수 있습니다.","이 투자신탁은 글로벌 리츠(REITs) 관련 장외파생상품을 법에서 정하는 주된 투자대상으로 하며, Benchmark Investments, LLC가 개발하고 NASDAQ, Inc.가 산출 및 발표하는 Benchmark Data & Infrastructure Real Estate SCTR Net Total Return Index의 원화환산지수(환헤지 안함)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 하는 투자신탁입니다. 또한, 이 투자신탁은 외화표시 자산에의 투자에 따른 환율위험변동을 제거하기 위한 환헤지 전략을 기본적으로 실시하지 않으므로 외화표시자산 투자에 따른 환율변동위험에 노출됩니다.Benchmark Data & Infrastructure Real Estate SCTR Net Total Return Index는 글로벌 데이터산업 관련 부동산 섹터 지수로, 선진 시장에 상장된 부동산 관련 종목 중 수익의 대부분이 데이터 관련 산업에서 발생하는 데이터 센터 및 인프라 관련 리츠(REITs), 주식 등을 시가총액과 유동성을 고려하여 선별 후 유동 시가총액 가중 방식으로 구성하며 세후 배당수익을 지수 수익에 가산하는 방식의 순수익 지수(Net Total Return Index)입니다.ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.40","케이비자산운용(주)","8628260913","-0.37",\n
"A377990","TIGER Fn신재생에너지","FnGuide 신재생에너지 지수","2021-03-05","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55301DE7374","2021-03-04","ETF,ETF(국내주식),MKF펀드","국내 주식을 주된 투자대상자산으로 하며, ""FnGuide 신재생에너지 지수""를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","투자목적 달성을 위해서 국내 주식에 투자신탁 자산총액의 60% 이상을 투자합니다. ""FnGuide 신재생에너지 지수""는 유가증권시장 및 코스닥시장 상장종목 중 수소에너지, 태양에너지, 풍력에너지, 바이오에너지, 지열에너지, 해양에너지, 수력에너지 등 신재생에너지 산업분야에 관련된 종목을 편입하는 지수입니다","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “FnGuide 신재생에너지 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“FnGuide 신재생에너지 지수”는 FnGuide에서 발표하는 지수로서, 유가증권시장 및 코스닥 상장 종목의 과거 2년간 리포트 및 공시보고서에 텍스트 마이닝 기술을 적용하여 신재생에너지 키워드와의 유사도 점수를 산출하고 유사도 점수가 부여된 종목들 중 재무건전성 기준을 통과한 종목으로 구성되는 지수입니다.",\n,"0.50","미래에셋자산운용(주)","19264243121","0.05","1.01"
"A380340","ACE Fn5G플러스","FnGuide 5G플러스 지수 (시장가격)","2021-04-02","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55101DH2341","2021-04-01","ETF,ETF(국내주식),MKF펀드,IT펀드","이 투자신탁은 국내 주식을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, 에프엔가이드가 산출ㆍ발표하는 FnGuide 5G플러스 지수(이하 “지수”라 한다)의 변화에 연동하여 운용하는 것을 목표로 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 추적대상지수인 “FnGuide 5G플러스 지수”를 구성하고 있는 종목에 주로 투자하는 것을 원칙으로 합니다. 다만, 집합투자업자가 추적오차의 최소화 등을 위하여 필요하다고 판단하는 경우 주가지수선물 등의 파생상품에 투자할 수도 있으며, 신규 편입 예정종목에도 투자할 수 있습니다.","이 투자신탁은 에프앤가이드(FnGuide)가 발표하는“FnGuide 5G플러스 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.에프앤가이드(FnGuide)가 발표하는 FnGuide 5G플러스 지수는 코스피 국내 유가증권시장 및 코스닥시장 상장종목 중 5G 관련 핵심종목 및 5G 기술과의 융합을 통해 확장되고 있는 트렌트/산업 종목을 선정한 지수로, 2017년 12월 14일을 1000pt 기준으로 2020년 12월 21일부터 발표한 지수입니다.",\n,"0.35","한국투자신탁운용","5372367186","0.18","0.86"
"A381170","TIGER 미국테크TOP10 INDXX","Indxx US Tech Top 10 Index","2021-04-09","해외","북미","미국","주식","업종섹터","업종테마","K55301DG0369","2021-04-08","ETF,ETF(해외주식),IT펀드","주식을 주된 투자대상자산으로 하며, ""Indxx US Tech Top 10 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변 동률을 기초지수의 변동률과 연동하여 운용함을 목적으로 합니다.","투자목적 달성을 위해서 미국 주식에 투자신탁 자산총액의 60% 이상을 투자합니다. “Indxx US Tech Top 10 지수(원화환 산)""는 미국 나스닥 상장 주식 중 'Tech-Oriented' 기업이 속하는 섹터를 선별한 뒤 시가총액 상위 10개 종목을 구성종목 으로 하는 지수입니다.","이 ETF는 미국 주식을 주된 투자대상자산으로 하며, “Indxx US Tech Top 10 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“Indxx US Tech Top 10 지수(원화환산)”는 Indxx, LLC에서 발표하는 지수로서, 미국 나스닥 상장 주식 중 미국의 금융데이터 기업인 FactSet Industry 기준으로 ‘Tech-Oriented’ 기업이 속하는 섹터를 선별한 뒤 시가총액 상위 10개 종목으로 구성된 지수입니다.",\n,"0.49","미래에셋자산운용(주)","3282008673660","-0.53",\n
"A381180","TIGER 미국필라델피아반도체나스닥","PHLX Semiconductor Sector Index","2021-04-09","해외","북미","미국","주식","업종섹터","주식","K55301DF8777","2021-04-08","ETF,ETF(해외주식)","주식을 주된 투자대상자산으로 하며, “PHLX Semiconductor Sector 지수(원화환산)”를 기초지수로 하여 1좌당 순자산가치 의 변동률을 기초지수의 변동률과 연동하여 운용함을 목적으로 합니다.","투자목적 달성을 위해 미국 주식시장에 상장된 주식에 투자신탁 자산총액의 60% 이상 투자합니다. “PHLX Semiconductor Sector 지수(원화환산)""는 미국 주식시장(NASDAQ, NYSE, NYSE American, CBOE)에 상장된 종목 중 반도체 섹터 시가총액 상위 30개 종목을 구성종목으로 하는 지수입니다.","이 ETF는 미국 주식을 주된 투자대상자산으로 하며, “PHLX Semiconductor Sector 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“PHLX Semiconductor Sector 지수”는 Nasdaq, lnc.에서 발표하는 지수로서, 미국 주식시장에 상장된 종목 중 산업분류벤치마크 섹터 기준 반도체에 속하는 기업으로 시가총액 상위 30개 종목으로 구성된 지수입니다.",\n,"0.49","미래에셋자산운용(주)","2631137015634","-0.08",\n
"A381560","HANARO Fn전기&수소차","FnGuide 전기&수소차 지수 (시장가격)","2021-04-02","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55232DH1816","2021-04-01","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 FnGuide 전기&수소차 지수를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 FnGuide 에서 발표하는 FnGuide 전기&수소차 지수를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, FnGuide 전기&수소차 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다.FnGuide가 산출, 발표하는 FnGuide 전기&수소차 지수는 유가증권시장 및 코스닥에 상장된 종목 중 ‘전기&수소차’ 산업(수소차, 전기차, 자율주행차, 연료전지, 2차전지 등) 키워드 검색을 통하여 해당 산업을 영위하는 종목을 대상으로 산출하는 지수로서, 해당 키워드 노출 정도와 유동시가총액에 따라 투자비중을 조정하는 유동시가총액 가중방식으로 투자하며, 개별 키워드별 유사도 상위 3종목씩 우선 편입 후 개별 키워드 유사도 스코어 합산 상위 15종목을 편입하여 최종 30종목으로 구성합니다.",\n,"0.45","엔에이치아문디자산운용(주)","16196369473","0.02","2.13"
"A381570","HANARO Fn친환경에너지","FnGuide 친환경에너지 지수 (시장가격)","2021-04-02","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55232DH1824","2021-04-01","ETF,ETF(국내주식),MKF펀드,녹색성장펀드","이 투자신탁은 FnGuide 친환경에너지 지수를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 FnGuide 에서 발표하는 FnGuide 친환경에너지 지수를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, FnGuide 친환경에너지 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다.FnGuide가 산출, 발표하는 FnGuide 친환경에너지 지수는 유가증권시장 및 코스닥에 상장된 종목 중 최근 2년 상장협 결산 매출정보 기준 친환경 관련 매출상품이 있는 종목을 대상으로 산출하는 지수로서, 유동시가총액에 따라 투자비중을 조정하는 유동시가총액 가중방식으로 투자하며, 대분류 키워드 내 최소 3종목 우선편입 및 친환경 관련 매출 10% 미만 종목은 제외하여 최종 20종목으로 구성합니다.",\n,"0.45","엔에이치아문디자산운용(주)","4215069919","0.00","1.23"
"A385710","TIMEFOLIO K이노베이션액티브","KRX BBIG K-뉴딜지수","2021-05-25","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K553J1DJ0288","2021-05-24","ETF,ETF(국내주식),뉴딜","이 투자신탁은 액티브상장지수펀드로 KRX BBIG K-뉴딜지수를 비교지수로 하여 비교지수 대비 초과성과를 달성하는 것을 목표로 운용합니다","이 투자신탁은 액티브상장지수펀드로 한국거래소(KRX)가 발표하는 KRX BBIG K-뉴딜지수를 비교지수로 하여 비교지수 대비 초과성과를 달성하는 것을 목표로 운용합니다. 동 투자신탁과 비교지수간의 1년 상관계수가 0.7 이상으로 유지되면서 비교지수 대비 초과수익을 달성하기 위해, 비교지수의 성과를 추종하는 포트폴리오와 타임폴리오자산운용의 주식운용역량이 발휘되는 포트폴리오를 혼합하여 운용할 계획입니다","이 투자신탁은 액티브상장지수펀드로 한국거래소에서 산출,발표하는 KRX BBIG K-뉴딜 지수를 비교지수로 하여 비교지수 대비 초과 성과를 창출하는 것을 목표로 하는 액티브 ETF입니다.이를 위해, 비교지수의 성과를 추종하는 포트폴리오와 타임폴리오 자산운용의 주식운용역량이 발휘되는 포트폴리오를 배합하되, 상관계수 조건의 충족을 위한 사전적 사후적 관리를 진행할 것입니다.비교지수의 성과를 추종하는 포트폴리오는 해당지수 주식구성 종목(또는 장내선물, ETF)로 구성할 계획입니다. 타임폴리오자산운용의 주식운용역량이 발휘되는 포트폴리오는 당사 주식운용본부 멀티매니저 포트폴리오가 갖고 있는 BBIG 테마에 대한 섹터 및 종목 특성을 체계적으로 반영하여 구성할 계획입니다. 상기 두 종류의 포트폴리오는 50:50의 배합비율을 기준으로 상관계수의 추이를 감안하여 조정할 계획입니다.",\n,"0.80","(주)타임폴리오자산운용","7385494489","-0.14","0.32"
"A387280","TIGER 퓨처모빌리티액티브","FnGuide 퓨처모빌리티 지수","2021-05-25","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55301DH5144","2021-05-21","ETF,ETF(국내주식),MKF펀드","국내 주식을 주된 투자대상자산으로 하여 운용함을 목적으로 합니다.","유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드(액티브ETF)로 ETF 순자산가치의 변화가 'FnGuide 퓨처모빌리티 지수' 변화를 초과하도록 운용하는 것을 목표로 하여 국내 주식에 60%이상 투자합니다. '퓨처모빌리티'란 IT, AI, 에너지, 통신, 인터넷, 유틸리티, 기계 인프라, 우주항공 등의 복합기술이 융합된 이동수단을 의미합니다.","이 ETF는 유가증권시장 상장규정 제113조에 따른 액티브상장지수투자신탁으로 국내 주식을 주된 투자대상자산으로 하며, 1좌당 순자산가치의 변동률을 비교지수인 FnGuide 퓨처모빌리티 지수 변화를 초과하도록 투자신탁재산을 운용함을 목적으로 합니다.퓨처모빌리티란 IT, AI, 에너지, 통신, 인터넷, 유틸리티, 기계 인프라, 우주항공 등의 복합기술이 융합된 이동수단을 의미합니다. 퓨처모빌리티 관련 메가트렌드를 분류하고 세부 섹터 유니버스를 구성하여 현재 시장을 주도하는 종목으로 포트폴리오룰 구성합니다. 메가트렌드 및 세부 섹터 분류는향후 거시 경제 및시장 환경 변화 등에 의해 조정될 수 있습니다.",\n,"0.77","미래에셋자산운용(주)","15730443282","0.17","1.94"
"A388280","RISE 컨택트대표","FnGuide 컨택트대표 지수(시장가격지수)","2021-06-10","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55223DJ8893","2021-06-09","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며, FnGuide가 산출 및 발표하는 FnGuide 컨택트 대표 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 FnGuide가 산출 및 발표하는 FnGuide 컨택트 대표 지수(FnGuide Leader of Contact Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다","이 투자신탁은 국내 유가증권시장 주식을 투자대상자산으로 하며, ‘FnGuide 컨택트대표 지수’를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.FnGuide 컨택트대표 지수는 코스피 및 코스닥 상장종목 중 기초필터링을 통화한 종목들을 유니버스로 하여. FICS 중분류 기준으로 항공운수, 레저용품, 섬유 및 의복, 호텔 및 레저, 도소매, 백화점 미디어에 속하는 종목들을 유동 시가총액 가중 방식으로 비중을 구성한 테마 지수입니다.ETF의 설정단위는 20,000좌이며, 현물설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.45","케이비자산운용(주)","32451300537","0.28","2.70"
"A388420","RISE 비메모리반도체액티브","iSelect 비메모리반도체 지수(시장가격지수)","2021-06-10","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55223DJ8901","2021-06-09","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며, NH투자증권에서 산출·발표하는 “iSelect 비메모리 반도체 지수”를 비교지수로 하여 비교지수 대비 초과수익 실현을 목적으로 하는 상장지수투자신탁입니다","이 투자신탁은 NH투자증권이 산출·발표하는 “iSelect 비메모리반도체 지수”를 비교지수로 하는 액티브 상장지수 집합투자기구로, 비교지수 대비 초과수익 실현을 목표로 합니다","이 투자신탁은 NH투자증권이 산출 및 발표하는 “iSelect 비메모리반도체 지수”를 비교지수로 하여 투자신탁의 순자산가치의 변화를 비교지수 대비 초과하도록 신탁재산을 운용하는 것을 목적으로 하는 액티브주식 상장지수집합투자기구입니다.iSelect 비메모리반도체 지수는 비메모리 반도체(시스템반도체) 관련 산업에 속하며 우수한 기술력과 그에 연동되는 매출을 기반으로 고성장이 가능한 기업의 성과를 추종하도록 설계하여 유동 시가총액 가중 방식으로 비중을 구성한 테마 지수입니다.ETF의 설정단위는 20,000좌이며, 현물설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.50","케이비자산운용(주)","231591417859","0.08","0.95"
"A390390","KODEX 미국반도체MV","MVIS US Listed Semiconductor 25 Index","2021-06-30","해외","북미","미국","주식","업종섹터","업종테마","K55105DJ0265","2021-06-28","ETF,ETF(해외주식)","이 투자신탁은 미국거래소에 상장된 주식을 주된 투자대상으로 신탁재산의 60% 이상을 투자하며, 미국거래소에 상장된 반도체 기업을 대상으로, MV Index Solutions가 산출 및 발표하는 MVIS US Listed Semiconductor25 Index(KRW)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다.","이 투자신탁은 미국거래소에 상장된 반도체 기업을 대상으로, MV Index Solutions가 산출 및 발표하는 MVIS US Listed Semiconductor 25 Index(KRW)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할","이 투자신탁은 미국 거래소에 상장된 주식을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 미국 거래소에 상장된 글로벌 반도체 관련 기업을 대상으로 MV Index Solutions가 산출·발표하는 MVIS US Listed Semiconductor 25 Index (KRW) 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용할 계획입니다.※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다.",\n,"0.09","삼성자산운용(주)","515292639740","-0.63",\n
"A390400","KODEX 미국스마트모빌리티S&P","S&P Kensho Smart Transportation","2021-06-30","해외","북미","미국","주식","업종섹터","업종테마","K55105DJ2279","2021-06-28","ETF,ETF(해외주식)","미국거래소에 상장된 주식을 투자대상으로 신탁재산의 60% 이상을 투자하며, 미국거래소에 상장 기업 중 Kensho 社의 AI기술을 사용하여 Smart Transportation과 사업노출도가 큰 기업을 대상으로, S&P Dow Jones Indices가 산출 및 발표하는 S&P Kensho Smart Transportation Index(KRW)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 운용할 계획입니다.","미국거래소에 상장 기업 중 Kensho社의 AI기술을 사용하여 Smart Transportation과 사업노출도가 큰 기업을 대상으로, S&P Dow Jones Indices가 산출·발표하는 S&P Kensho SmartTransportation Index(KRW)지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 운용할 계획입니다.","이 투자신탁은 미국 거래소에 상장된 주식을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 미국 거래소에 상장된 스마트 모빌리티 관련 기업을 대상으로 S&P Dow Jones Indices 가 산출·발표하는 S&P Kensho Smart Transportation Index (KRW) 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용할 계획입니다.※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다.",\n,"0.09","삼성자산운용(주)","9123283494","-1.02",\n
